property_type,bhk,area,locality,city,price_in_crore,price_per_sqft,new_resale,age_of_property,bathrooms,carpet_area,floor,balconies,additional_rooms,furnishing_type,facing,amenities,furnish_details
Apartment,3,2838.0,Kokapet,Hyderabad,2.83,10000.0,New,Unknown,3,2517.58,0.0,1.0,,Unfurnished,East,"Rain Water Harvesting, Car Parking, Gymnasium",
Villa,4,3600.0,Manikonda,Hyderabad,4.8,13333.0,Resale,Unknown,4,3193.55,2.0,1.0,,Semi-Furnished,East,,
Apartment,2,1150.0,Ameenpur,Hyderabad,5.74,49985.0,New,Unknown,2,1020.16,3.0,2.0,,Unfurnished,East,"Rain Water Harvesting, Intercom, Car Parking, Club House, Vaastu Compliant, Childrens play area, 24 X 7 Security, Full Power Backup",
Apartment,3,1825.0,Tellapur,Hyderabad,1.07,5900.0,New,Unknown,3,1618.95,16.0,1.0,,Unfurnished,East,,
Apartment,3,1400.0,Miyapur,Hyderabad,0.75,5357.0,New,Unknown,3,1241.94,7.0,2.0,,Unfurnished,East,,
Villa,6,4000.0,Saleem Nagar,Hyderabad,1.9,4750.0,Resale,New Property,6,3548.39,2.0,1.0,pooja room,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Independent House,5,3500.0,As Rao Nagar,Hyderabad,2.2,6285.0,New,Moderately New Property,5,3104.84,2.0,1.0,,Unfurnished,West,,
Apartment,3,2548.0,Kondapur,Hyderabad,2.29,9000.0,New,Unknown,4,2260.32,5.0,1.0,,Unfurnished,East,"Swimming Pool, ATM, Lift(s), Cafeteria, Gymnasium, Club House, Childrens play area",
Villa,5,3500.0,Bhadurpalle,Hyderabad,2.89,8257.0,Resale,Moderately New Property,5,3104.84,2.0,1.0,,Unfurnished,East,,
Apartment,2,1325.0,Kollur,Hyderabad,0.78,5899.0,New,Unknown,2,1175.4,2.0,2.0,,Unfurnished,West,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,3200.0,Kompally,Hyderabad,1.91,5999.0,New,Unknown,3,2838.71,1.0,2.0,,Unfurnished,East,"Rain Water Harvesting, Car Parking, Lift(s)",
Independent House,3,2250.0,Malkajgiri,Hyderabad,1.4,6222.0,Resale,Moderately New Property,3,1995.97,2.0,1.0,pooja room,Unfurnished,West,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Dining Table
Apartment,3,1435.0,Puppalaguda,Hyderabad,0.89,6200.0,New,Moderately New Property,2,1272.98,4.0,3.0,,Unfurnished,East,,
Apartment,2,1000.0,Bollaram,Hyderabad,0.49,4900.0,Resale,Moderately New Property,2,887.1,5.0,1.0,pooja room,Unfurnished,West,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,1620.0,Puppalaguda,Hyderabad,1.49,9253.0,Resale,New Property,3,1437.1,7.0,1.0,,Unfurnished,West,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Swimming Pool, Shopping Mall, Landscaped Gardens, Multipurpose Room, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,3,2020.0,Kompally,Hyderabad,1.36,6732.0,New,Unknown,3,1791.94,1.0,1.0,,Semi-Furnished,East,,
Apartment,3,1630.0,Osman Nagar,Hyderabad,0.98,6000.0,New,Unknown,3,1445.97,3.0,2.0,,Unfurnished,East,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Jogging Track, Indoor Games, 24 X 7 Security, Car Parking, Club House, Childrens play area",
Apartment,2,1040.0,Miyapur,Hyderabad,0.31,2980.0,Resale,New Property,2,922.58,2.0,1.0,,Unfurnished,East,Car Parking,
Apartment,3,1784.0,Appa Junction Peerancheru,Hyderabad,0.98,5500.0,New,Moderately New Property,3,1582.58,10.0,1.0,,Unfurnished,West,"Swimming Pool, ATM, Sports Facility, Lift(s), Jogging Track, Full Power Backup, Intercom, Childrens play area, Club House, Shopping Mall, Landscaped Gardens, Staff Quarter, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Villa,3,2100.0,Tukkuguda,Hyderabad,0.87,4120.0,Resale,Moderately New Property,3,1862.9,2.0,1.0,pooja room,Unfurnished,East,"Club House, Multipurpose Room, Gymnasium, Intercom, Indoor Games, Swimming Pool, Car Parking, Full Power Backup, Vaastu Compliant, Childrens play area, 24 X 7 Security","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Independent House,2,1620.0,Kothapet,Hyderabad,0.79,4876.0,Resale,Moderately New Property,2,1437.1,2.0,1.0,pooja room,Unfurnished,West,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Washing Machine
Villa,3,2100.0,Patancheru,Hyderabad,1.1,5238.0,New,Unknown,3,1862.9,2.0,1.0,,Semi-Furnished,East,,
Apartment,3,1565.0,Tellapur,Hyderabad,0.86,5500.0,New,Unknown,3,1388.31,16.0,1.0,,Unfurnished,East,,
Apartment,2,1323.0,Kollur,Hyderabad,0.48,3628.0,New,Unknown,2,1173.63,2.0,2.0,,Semi-Furnished,East,"Rain Water Harvesting, Cafeteria, Intercom, Swimming Pool, Gymnasium, Childrens play area, 24 X 7 Security, ATM",
Apartment,3,1514.0,Yamjal,Hyderabad,0.33,2179.0,New,Unknown,3,1343.06,5.0,2.0,,Furnished,East,,
Apartment,2,1160.0,Ameenpur,Hyderabad,0.52,4500.0,New,Unknown,2,1029.03,1.0,1.0,,Unfurnished,West,"Rain Water Harvesting, Full Power Backup, Vaastu Compliant, 24 X 7 Security, Lift(s)",
Apartment,3,2450.0,Nanakramguda,Hyderabad,2.32,9500.0,New,Unknown,3,2173.39,11.0,1.0,,Unfurnished,East,"Multipurpose Room, Cafeteria, Jogging Track, Indoor Games, Car Parking, Gymnasium, Club House, Childrens play area, 24 X 7 Security, Swimming Pool",
Apartment,3,1633.0,Appa Junction Peerancheru,Hyderabad,0.9,5500.0,New,Moderately New Property,3,1448.63,10.0,1.0,,Unfurnished,West,"Swimming Pool, ATM, Sports Facility, Lift(s), Jogging Track, Full Power Backup, Intercom, Childrens play area, Club House, Shopping Mall, Landscaped Gardens, Staff Quarter, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,2,1000.0,Rajendra Nagar,Hyderabad,0.56,5600.0,New,New Property,2,887.1,2.0,1.0,pooja room,Unfurnished,East,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)",Dining Table
Apartment,2,1161.0,Pedda Amberpet,Hyderabad,0.51,4392.0,New,Moderately New Property,2,1029.92,2.0,1.0,,Semi-Furnished,East,"Childrens play area, Full Power Backup, Lift(s)",
Apartment,2,1350.0,Uppal,Hyderabad,0.89,6555.0,New,Unknown,2,1197.58,1.0,1.0,,Unfurnished,East,,
Apartment,3,2080.0,Kokapet,Hyderabad,1.51,7299.0,New,New Property,3,1845.16,0.0,2.0,,Unfurnished,East,"Swimming Pool, ATM, Shopping Mall, Cafeteria, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area, Lift(s)",
Apartment,3,2125.0,Kondapur,Hyderabad,1.67,7900.0,New,Unknown,3,1885.08,9.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), 24 X 7 Security, Multipurpose Room, Full Power Backup, Rain Water Harvesting, Golf Course, Jogging Track, Indoor Games, Childrens play area, Car Parking, Gymnasium, Club House, Vaastu Compliant",
Apartment,2,1000.0,Nacharam,Hyderabad,0.47,4700.0,Resale,Unknown,2,887.1,1.0,1.0,,Semi-Furnished,East,,
Apartment,3,1780.0,Velmala,Hyderabad,1.01,5700.0,New,Unknown,3,1579.03,5.0,2.0,,Unfurnished,East,"Club House, Lift(s), Jogging Track, Indoor Games, Swimming Pool, 24 X 7 Security, Car Parking, Vaastu Compliant, Childrens play area, Gymnasium",
Apartment,3,1525.0,Kondapur,Hyderabad,1.16,7606.0,New,Unknown,3,1352.82,2.0,2.0,,Unfurnished,East,"Car Parking, Multipurpose Room, Intercom, Jogging Track, Indoor Games, Swimming Pool, Full Power Backup, Club House, Vaastu Compliant, 24 X 7 Security",
Apartment,3,1530.0,Kollur,Hyderabad,0.49,3202.0,New,Unknown,3,1357.26,6.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,2623.0,Attapur,Hyderabad,1.73,6600.0,New,Unknown,3,2326.85,1.0,1.0,,Unfurnished,East,"Intercom, Full Power Backup, Club House, Vaastu Compliant, Childrens play area, 24 X 7 Security",
Apartment,3,1492.0,Gachibowli,Hyderabad,1.8,12064.0,Resale,New Property,2,1323.55,5.0,1.0,,Semi-Furnished,West,"Sports Facility, ATM, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Maintenance Staff, Childrens play area, Intercom, Club House, Swimming Pool, Multipurpose Room, Rain Water Harvesting, Cafeteria, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security",Gas connection
Apartment,2,1000.0,Alkapoor,Hyderabad,0.85,8500.0,Resale,Moderately New Property,2,887.1,1.0,1.0,pooja room,Unfurnished,West,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)",Gas connection
Villa,4,3617.0,Maheshwaram,Hyderabad,3.13,8655.0,New,Unknown,4,3208.63,2.0,1.0,,Unfurnished,East,"Rain Water Harvesting, Jogging Track, Car Parking, Childrens play area, 24 X 7 Security, Landscaped Gardens",
Independent Floor,6,4800.0,Yapral,Hyderabad,4.0,8333.0,Resale,Unknown,6,4258.06,2.0,1.0,,Furnished,North,"Childrens play area, Full Power Backup",Gas connection
Apartment,3,1750.0,Manikonda,Hyderabad,1.2,6857.0,New,Unknown,3,1552.42,5.0,1.0,,Semi-Furnished,East,,
Apartment,3,2000.0,Kukatpally,Hyderabad,1.56,7800.0,New,Unknown,3,1774.19,4.0,1.0,,Unfurnished,North,"Full Power Backup, Lift(s)",Microwave
Apartment,2,1300.0,Patancheru,Hyderabad,0.66,5099.0,New,Unknown,2,1153.23,3.0,1.0,,Unfurnished,East,Full Power Backup,
Villa,4,4500.0,Shamirpet,Hyderabad,3.1,6888.0,New,Unknown,4,3991.94,2.0,1.0,pooja room,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,1510.0,Bolarum,Hyderabad,0.69,4600.0,New,Unknown,3,1339.52,2.0,1.0,,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Cafeteria, Childrens play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Car Parking, Hospital, School, Shopping Mall, 24 X 7 Security, Gymnasium, Vaastu Compliant",
Apartment,2,1040.0,Adibatla,Hyderabad,0.34,3269.0,New,New Property,2,922.58,2.0,2.0,,Unfurnished,East,,
Apartment,2,1455.0,Chandanagar,Hyderabad,0.97,6700.0,New,Unknown,2,1290.73,1.0,1.0,,Unfurnished,East,"Rain Water Harvesting, Intercom, Indoor Games, Full Power Backup, Gymnasium, Club House, Vaastu Compliant, Childrens play area, 24 X 7 Security, Lift(s)",
Independent House,2,1200.0,Muthangi,Hyderabad,0.79,6583.0,New,New Property,3,1064.52,2.0,1.0,pooja room,Unfurnished,West,,
Apartment,2,1290.0,Manchirevula,Hyderabad,0.49,3798.0,New,Unknown,2,1144.35,2.0,2.0,pooja room,Semi-Furnished,North,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)","Sofa, Wardrobe"
Apartment,2,1155.0,Manikonda,Hyderabad,0.77,6632.0,New,Unknown,2,1024.6,2.0,1.0,,Semi-Furnished,East,"Childrens play area, Full Power Backup, Lift(s)","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,2,1315.0,Dulapally,Hyderabad,0.55,4200.0,New,Unknown,2,1166.53,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Full Power Backup, Childrens play area",
Apartment,3,1350.0,Rajendra Nagar,Hyderabad,0.68,5025.0,New,Unknown,3,1197.58,9.0,2.0,,Unfurnished,East,"Gymnasium, Lift(s), Rain Water Harvesting, Swimming Pool, Car Parking, Club House, Childrens play area, 24 X 7 Security, Full Power Backup","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Villa,3,2006.0,Bahadurpally,Hyderabad,1.18,5932.0,New,Unknown,3,1779.52,2.0,1.0,,Semi-Furnished,East,"Jogging Track, Indoor Games, Swimming Pool, Car Parking, Club House, Childrens play area, 24 X 7 Security, Full Power Backup, Gymnasium",
Apartment,3,1788.0,Appa Junction Peerancheru,Hyderabad,0.98,5500.0,New,Moderately New Property,3,1586.13,10.0,1.0,,Unfurnished,West,"Swimming Pool, ATM, Sports Facility, Lift(s), Jogging Track, Full Power Backup, Intercom, Childrens play area, Club House, Shopping Mall, Landscaped Gardens, Staff Quarter, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Independent House,4,2100.0,Old Alwal,Hyderabad,1.2,5714.0,New,Unknown,2,1862.9,2.0,1.0,,Unfurnished,NorthWest,Car Parking,
Apartment,3,2415.0,Kondapur,Hyderabad,1.7,7039.0,New,Unknown,3,2142.34,5.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,1857.0,Serilingampally,Hyderabad,1.68,9100.0,New,Unknown,3,1647.34,7.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Multipurpose Room, Rain Water Harvesting, Cafeteria, Jogging Track, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area",
Apartment,3,1400.0,Bolarum,Hyderabad,0.69,4895.0,Resale,Old Property,2,1241.94,2.0,1.0,pooja room,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, Childrens play area, 24 X 7 Security, Full Power Backup","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,3,2540.0,Hitech City,Hyderabad,2.42,9527.0,New,Unknown,3,2253.23,2.0,1.0,,Unfurnished,West,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,2554.0,Manikonda,Hyderabad,1.35,5300.0,New,Unknown,3,2265.65,5.0,1.0,,Unfurnished,NorthWest,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,2,1230.0,Alkapur Township,Hyderabad,0.72,5853.0,Resale,Moderately New Property,2,1091.13,2.0,1.0,pooja room,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,1715.0,Chinthal,Hyderabad,0.82,4781.0,New,Unknown,3,1521.37,5.0,3.0,,Semi-Furnished,East,,
Villa,4,6266.0,Kokapet,Hyderabad,12.49,19948.0,Resale,Moderately New Property,4,5558.55,2.0,2.0,"study room, servant room, pooja room",Unfurnished,East,"Swimming Pool, ATM, Lift(s), Full Power Backup, Indoor Games, Childrens play area, Landscaped Gardens, Multipurpose Room, Rain Water Harvesting, Intercom, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Club House",
Apartment,3,1580.0,Kokapet,Hyderabad,0.69,4335.0,New,New Property,3,1401.61,7.0,3.0,"study room, servant room, pooja room",Semi-Furnished,North,,
Independent House,2,700.0,Puppalaguda,Hyderabad,1.25,17857.0,Resale,Moderately New Property,2,620.97,2.0,1.0,,Unfurnished,East,,
Apartment,3,1865.0,Kompally,Hyderabad,1.11,6000.0,New,New Property,3,1654.44,1.0,3.0,,Unfurnished,East,"Multipurpose Room, Rain Water Harvesting, Jogging Track, Indoor Games, Full Power Backup, Gymnasium, Childrens play area, Swimming Pool",
Independent House,2,1000.0,Muthangi,Hyderabad,0.65,6500.0,New,Unknown,2,887.1,2.0,1.0,,Semi-Furnished,SouthEast,"Club House, Childrens play area, Full Power Backup",
Villa,4,4250.0,Madhapur,Hyderabad,9.5,22352.0,New,Unknown,4,3770.16,2.0,1.0,pooja room,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,2,1300.0,Hitech City,Hyderabad,0.95,7300.0,New,Unknown,2,1153.23,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,2100.0,Pocharam,Hyderabad,1.15,5500.0,New,Unknown,3,1862.9,1.0,1.0,,Unfurnished,East,Full Power Backup,
Apartment,3,1112.0,Rajendra Nagar,Hyderabad,0.72,6518.0,New,New Property,3,986.45,1.0,1.0,,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Rain Water Harvesting, Swimming Pool, Car Parking, Shopping Mall, Landscaped Gardens, Multipurpose Room, Staff Quarter, 24 X 7 Security, Sports Facility, Gymnasium, Vaastu Compliant",
Apartment,3,1840.0,Kollur,Hyderabad,1.23,6685.0,New,Unknown,3,1632.26,6.0,2.0,,Unfurnished,East,"Swimming Pool, Club House, Childrens play area, 24 X 7 Security, Full Power Backup",
Apartment,2,1450.0,Bachupally,Hyderabad,0.58,3999.0,New,Unknown,2,1286.29,2.0,2.0,,Unfurnished,West,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,3,1933.0,Kondapur,Hyderabad,1.79,9300.0,New,Unknown,3,1714.76,5.0,1.0,,Unfurnished,East,"Swimming Pool, ATM, Lift(s), Cafeteria, Gymnasium, Club House, Childrens play area",
Apartment,3,2294.0,Sanath Nagar,Hyderabad,1.37,6000.0,New,Unknown,3,2035.0,3.0,1.0,,Unfurnished,West,"Swimming Pool, Landscaped Gardens, 24 X 7 Security, Rain Water Harvesting, Lift(s), Intercom, Maintenance Staff, Jogging Track, Indoor Games, Childrens play area, Car Parking, Gymnasium, Club House",
Independent House,5,3000.0,Alwal,Hyderabad,1.25,4166.0,New,Unknown,2,2661.29,2.0,1.0,,Unfurnished,East,Car Parking,
Apartment,2,1000.0,Tellapur,Hyderabad,0.57,5700.0,New,Unknown,2,887.1,2.0,1.0,,Unfurnished,East,"Rain Water Harvesting, Intercom, Car Parking, Club House, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,2,1125.0,Alwal,Hyderabad,0.62,5511.0,Resale,Unknown,2,997.98,1.0,1.0,,Unfurnished,East,"Full Power Backup, Lift(s)",
Apartment,3,1620.0,Osman Nagar,Hyderabad,0.85,5246.0,New,Unknown,3,1437.1,3.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Full Power Backup, Club House, Childrens play area, 24 X 7 Security","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,3,2132.0,Tellapur,Hyderabad,1.0,4700.0,New,Unknown,3,1891.29,16.0,3.0,,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Golf Course, Childrens play area, Cafeteria, Club House, Swimming Pool, Shopping Mall, Multipurpose Room, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,2,800.0,Old Bowenpally,Hyderabad,0.59,7375.0,Resale,Old Property,2,709.68,4.0,1.0,pooja room,Unfurnished,West,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Villa,3,2000.0,Patancheru,Hyderabad,0.65,3250.0,New,Unknown,3,1774.19,2.0,1.0,,Unfurnished,East,,
Apartment,3,1603.0,Kokapet,Hyderabad,0.8,5000.0,New,Unknown,3,1422.02,0.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Staff Quarter, Intercom, Indoor Games, Vaastu Compliant, Car Parking, Club House, Childrens play area",
Apartment,2,1000.0,Dilsukh Nagar,Hyderabad,0.65,6500.0,Resale,Moderately New Property,2,887.1,1.0,1.0,pooja room,Unfurnished,West,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)",Dining Table
Villa,3,2100.0,Patancheru,Hyderabad,0.98,4666.0,New,Unknown,3,1862.9,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,1590.0,Bachupally,Hyderabad,1.07,6746.0,New,New Property,3,1410.48,2.0,1.0,,Unfurnished,East,"Indoor Games, Swimming Pool, Car Parking, Club House, Childrens play area, 24 X 7 Security, Gymnasium",
Apartment,3,1975.0,Tellapur,Hyderabad,0.65,3300.0,New,Unknown,3,1752.02,16.0,1.0,,Semi-Furnished,East,,
Apartment,2,1200.0,Aminpur,Hyderabad,0.55,4600.0,New,Unknown,2,1064.52,2.0,1.0,,Unfurnished,West,"Full Power Backup, Lift(s)",Gas connection
Villa,3,2100.0,Patancheru,Hyderabad,1.2,5714.0,New,Unknown,3,1862.9,2.0,1.0,,Semi-Furnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator"
Apartment,2,960.0,Nacharam,Hyderabad,0.72,7506.0,New,Unknown,2,851.61,1.0,3.0,,Semi-Furnished,East,"Full Power Backup, Lift(s)",
Apartment,3,1764.0,Kokapet,Hyderabad,2.1,11904.0,Resale,Unknown,3,1564.84,0.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Rain Water Harvesting, Cafeteria, Indoor Games, Car Parking, Gymnasium, Club House, Childrens play area, Full Power Backup",
Apartment,2,1210.0,Ayodhya Nagar,Hyderabad,0.5,4132.0,Resale,Moderately New Property,2,1073.39,4.0,1.0,pooja room,Unfurnished,West,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,4,3465.0,Kokapet,Hyderabad,3.11,9000.0,New,Unknown,4,3073.79,4.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Rain Water Harvesting, Maintenance Staff, Indoor Games, Club House, Vaastu Compliant, 24 X 7 Security",
Apartment,3,1705.0,Nizampet,Hyderabad,0.59,3460.0,Resale,Unknown,3,1512.5,0.0,1.0,,Semi-Furnished,East,,
Apartment,4,5430.0,Serilingampally,Hyderabad,7.35,13536.0,Resale,Unknown,4,4816.94,4.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,2,950.0,Patancheru,Hyderabad,0.5,5263.0,New,New Property,2,842.74,3.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Sports Facility, 24 X 7 Security, Multipurpose Room, Intercom, Jogging Track, Indoor Games, Childrens play area, Full Power Backup, Gymnasium, Club House","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Villa,4,3053.0,Kollur,Hyderabad,1.67,5499.0,New,Unknown,2,2708.31,2.0,1.0,,Furnished,East,,
