property_type,bhk,area,society_name,locality,city,price_in_crore,price_per_sqft,status,new_resale,price_negotiable,age_of_property,bathrooms,carpet_area,floor,booking_amount,balconies,additional_rooms,security_deposit,furnishing_type,facing,overlooking,ownership_type,amenities,furnish_details
Villa,4,3800.0,,Kismatpur,Hyderabad,5.05,13289.0,Ready to move,New,No,Unknown,5.0,3370.97,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Independent House,5,6000.0,,Banjara Hills,Hyderabad,13.5,22500.0,Ready to move,Resale,No,Unknown,6.0,5322.58,,,,,No Deposit,Semi-Furnished,East,,,"Full Power Backup, Lift(s)","Refrigerator, AC"
Independent House,2,1200.0,,Muthangi,Hyderabad,0.81,6750.0,Ready to move,New,Yes,New Property,3.0,1064.52,,50000.0,1.0,pooja room,No Deposit,Unfurnished,East,,Freehold,,
Apartment,3,1564.0,Armkon Laxmi Nivas,Kompally,Hyderabad,0.73,4700.0,Ready to move,New,No,New Property,,1387.42,,,,,No Deposit,Unfurnished,,,,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Intercom, 24 X 7 Security, Car Parking, Club House, Childrens play area",
Independent House,4,4800.0,,Sbh Colony,Hyderabad,1.6,3333.0,Under Construction,Resale,No,Unknown,4.0,4258.06,,,,,No Deposit,Unfurnished,,,,,
Apartment,2,650.0,,Velimela,Hyderabad,0.39,6000.0,Ready to move,New,No,Unknown,2.0,576.61,,,,,No Deposit,Unfurnished,East,,,"Sports Facility, Childrens play area, Full Power Backup, Lift(s)",
Apartment,2,1233.0,,Bachupally,Hyderabad,0.46,3700.0,Under Construction,Resale,No,Unknown,2.0,1093.79,,,,,No Deposit,Unfurnished,,,,,
Apartment,3,1827.0,Akshita Heights 6,Malkajgiri,Hyderabad,1.13,6199.0,Under Construction,New,No,Unknown,,1620.73,,,,,No Deposit,Unfurnished,,,,"Jogging Track, Indoor Games, Swimming Pool, Childrens play area, 24 X 7 Security, Gymnasium",
Apartment,2,1200.0,Sattva Sattva Magnus,Shaikpet,Hyderabad,1.24,10393.0,Ready to move,New,No,New Property,2.0,1064.52,,,,,No Deposit,Unfurnished,,,,"Sports Facility, Shopping Mall, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Intercom, Childrens play area, Gymnasium, Multipurpose Room, Rain Water Harvesting, Cafeteria, Swimming Pool, Club House, 24 X 7 Security, Car Parking",
Villa,3,4900.0,Rsr The Garden View Villas,Kollur,Hyderabad,3.5,7142.0,Under Construction,New,No,Unknown,3.0,4346.77,,,,,No Deposit,Semi-Furnished,West,,,"Sports Facility, Swimming Pool, Club House, Childrens play area, Lift(s)","Dining Table, Microwave, Sofa, Refrigerator, Washing Machine"
Apartment,2,999.0,Provident Kenworth,Rajendra Nagar,Hyderabad,0.65,6465.0,Ready to move,New,Yes,New Property,2.0,886.21,6.0,,,,No Deposit,Unfurnished,,,Freehold,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Rain Water Harvesting, Swimming Pool, Car Parking, Shopping Mall, Landscaped Gardens, Multipurpose Room, Staff Quarter, 24 X 7 Security, Sports Facility, Gymnasium, Vaastu Compliant",
Apartment,3,1834.0,My Home Avatar,Manikonda,Hyderabad,2.35,12813.0,Ready to move,Resale,No,New Property,3.0,1626.94,21.0,500000.0,,pooja room,No Deposit,Semi-Furnished,East,,,"Sports Facility, ATM, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Childrens play area, Hospital, Multipurpose Room, Intercom, Club House, 24 X 7 Security, Car Parking, Swimming Pool, Gymnasium",Wardrobe
Independent House,5,3000.0,,Jeedimetla,Hyderabad,1.2,4000.0,Ready to move,Resale,No,Unknown,5.0,2661.29,,,,,No Deposit,Unfurnished,South,,,,
Apartment,2,940.0,Fortune Green Falcon,Puppalaguda,Hyderabad,0.42,4502.0,Under Construction,New,No,Unknown,,833.87,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Lift(s), Rain Water Harvesting, Intercom, Indoor Games, Car Parking, Gymnasium, Club House, Childrens play area, Full Power Backup",
Villa,4,3850.0,,Khajaguda Nanakramguda Road,Hyderabad,15.0,38961.0,Ready to move,Resale,No,Moderately New Property,4.0,3415.32,,,,,No Deposit,Furnished,,,,,
Villa,3,2250.0,,Dammaiguda,Hyderabad,1.05,4666.0,Ready to move,Resale,No,Unknown,3.0,1995.97,,,,,No Deposit,Semi-Furnished,,,,,
Apartment,2,1315.0,Sukhii Ubuntu,Nanakramguda,Hyderabad,1.18,8999.0,Under Construction,New,No,Unknown,2.0,1166.53,,,,,No Deposit,Unfurnished,East,,,"Swimming Pool, Lift(s), Cafeteria, Indoor Games, Sports Facility, Full Power Backup, Gymnasium, Club House, Childrens play area",Gas connection
Apartment,3,1675.0,Sanvi Kowsalya Manidweepam,Bachupally,Hyderabad,1.05,6300.0,Under Construction,New,No,Unknown,3.0,1485.89,,,,,No Deposit,Unfurnished,East,,,"Swimming Pool, ATM, Sports Facility, Lift(s), Indoor Games, Full Power Backup, Childrens play area, Rain Water Harvesting, Intercom, Jogging Track, Club House, 24 X 7 Security, Car Parking, Gymnasium",Gas connection
Apartment,2,1180.0,Candeur 40,Miyapur,Hyderabad,1.11,9462.0,Ready to move,New,No,New Property,,1046.77,,,,,No Deposit,Unfurnished,,,,"Shopping Mall, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Maintenance Staff, Club House, Golf Course, Swimming Pool, Landscaped Gardens, Multipurpose Room, Rain Water Harvesting, Cafeteria, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security",
Villa,3,2399.0,,Mallampet,Hyderabad,1.3,5418.0,Under Construction,Resale,No,Unknown,3.0,2128.15,,,,,No Deposit,Unfurnished,East,,,"Intercom, Swimming Pool, Full Power Backup, Club House, Childrens play area, Gymnasium",
Apartment,3,1571.0,,Kondapur,Hyderabad,1.06,6800.0,Under Construction,New,No,Unknown,3.0,1393.63,,,,,No Deposit,Unfurnished,North,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,1595.0,Idream Sai Rk Oxygen Valley,Mallampet,Hyderabad,0.83,5199.0,Under Construction,New,No,Unknown,,1414.92,,,,,No Deposit,Unfurnished,,,,Club House,
Independent House,2,900.0,,Katedan Industrial Area,Hyderabad,0.65,7222.0,Ready to move,New,No,New Property,2.0,798.39,,,,,No Deposit,Unfurnished,,,,,
Apartment,3,1680.0,Vasavi Gp Trends,Nanakramguda,Hyderabad,1.07,6400.0,Under Construction,New,Yes,Unknown,3.0,1490.32,4.0,,,,No Deposit,Unfurnished,,,Freehold,"Hospital, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Intercom, Gymnasium, School, Multipurpose Room, Rain Water Harvesting, Swimming Pool, Club House, 24 X 7 Security, Car Parking",
Apartment,2,1300.0,,As Rao Nagar,Hyderabad,0.7,5384.0,Ready to move,Resale,No,Moderately New Property,2.0,1153.23,,,,,No Deposit,Unfurnished,East,,,Lift(s),
Apartment,3,1525.0,,Gopanapalli,Hyderabad,0.93,6100.0,Ready to move,New,No,New Property,2.0,1352.82,,,,,No Deposit,Unfurnished,West,,,,
Apartment,3,1840.0,Ahsen Residency,Ahmed Nagar,Hyderabad,0.82,4434.0,Ready to move,Resale,Yes,Unknown,3.0,1632.26,,81000.0,,"study room, servant room, pooja room",No Deposit,Unfurnished,,"Corner, Garden View, Pool View, Road View",Freehold,"Gymnasium, Landscaped Gardens, Lift(s), Cafeteria, Swimming Pool, Car Parking, Club House, Childrens play area, 24 X 7 Security, Full Power Backup","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,2,1080.0,,Pragathi Nagar Kukatpally,Hyderabad,0.6,5555.0,Ready to move,New,No,Moderately New Property,2.0,958.06,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,3,3350.0,Raghuram Acs Prime Villas,Mokila,Hyderabad,4.24,12669.0,Ready to move,New,No,New Property,3.0,2971.77,,,,,No Deposit,Furnished,NorthEast,,,"Gymnasium, Landscaped Gardens, Swimming Pool, Lift(s), Full Power Backup, Cafeteria, Indoor Games, Sports Facility, 24 X 7 Security, Car Parking, Club House, Vaastu Compliant, Childrens play area","Gas connection, Microwave, AC"
Apartment,4,5195.0,Greenspace Marvel,Manikonda,Hyderabad,3.79,7300.0,Under Construction,New,No,Unknown,,4608.47,,,,,No Deposit,Unfurnished,,,,"Gymnasium, Lift(s), Rain Water Harvesting, Jogging Track, Swimming Pool, Car Parking, Club House, Childrens play area, 24 X 7 Security, Full Power Backup",
Villa,5,6300.0,Oorjita Armonia,Budvel,Hyderabad,9.0,14285.0,Under Construction,Resale,No,Unknown,4.0,5588.71,,,,,No Deposit,Unfurnished,East,,,"Rain Water Harvesting, Full Power Backup, 24 X 7 Security",
Apartment,3,2338.0,Kpc Krishnaveni,Banjara Hills,Hyderabad,0.96,4090.0,Ready to move,Resale,Yes,Moderately New Property,3.0,2074.03,7.0,81000.0,3.0,pooja room,No Deposit,Unfurnished,,"Corner, Garden View, Pool View, Road View",Freehold,"Swimming Pool, Landscaped Gardens, Lift(s), Full Power Backup, Multipurpose Room, Cafeteria, Golf Course, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,2,1000.0,Lahari Satyam Heights,Nizampet,Hyderabad,0.4,4000.0,Ready to move,Resale,No,Moderately New Property,2.0,887.1,,,,,No Deposit,Unfurnished,,,,"Rain Water Harvesting, Intercom, Maintenance Staff, Car Parking, Childrens play area, Full Power Backup, Lift(s)",
Independent House,2,1800.0,,Bhel,Hyderabad,1.55,8611.0,Ready to move,Resale,No,Unknown,2.0,1596.77,,,,,No Deposit,Unfurnished,West,,,"Sports Facility, Swimming Pool, Club House, Childrens play area",
Apartment,4,3333.0,Dsr Ssc The Classe,Kokapet,Hyderabad,3.6,10801.0,Under Construction,New,No,Unknown,4.0,2956.69,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Intercom, Indoor Games, Sports Facility, 24 X 7 Security, Car Parking, Club House, Childrens play area",
Apartment,3,1496.0,My Home Mangala,Kondapur,Hyderabad,1.2,8021.0,Under Construction,New,Yes,Unknown,3.0,1327.1,5.0,250000.0,,,No Deposit,Unfurnished,East,"Corner, Garden View, Pool View, Road View",,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Sports Facility, Childrens play area, Intercom, Maintenance Staff, Jogging Track, Indoor Games, Vaastu Compliant, 24 X 7 Security, Car Parking, Club House",
Apartment,2,1070.0,,Miyapur Hmt Swarnapuri Colony,Hyderabad,0.51,4799.0,Ready to move,New,Yes,New Property,2.0,949.19,4.0,400000.0,2.0,,No Deposit,Unfurnished,North,"Road View, Corner, Garden View",Freehold,,
Apartment,2,1450.0,Legend Panache,Jubilee Hills,Hyderabad,0.72,4989.0,Ready to move,Resale,Yes,Unknown,2.0,1286.29,,81000.0,,"study room, servant room, pooja room",No Deposit,Unfurnished,,"Corner, Garden View, Pool View, Road View",Freehold,,
Apartment,3,2180.0,Ramky One Odyssey,Narsingi,Hyderabad,1.67,7699.0,Under Construction,New,Yes,Unknown,3.0,1933.87,6.0,,,study room,No Deposit,Unfurnished,,,Freehold,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Childrens play area, Golf Course, Gymnasium, Shopping Mall, Rain Water Harvesting, Cafeteria, Swimming Pool, Club House, 24 X 7 Security, Car Parking",
Apartment,4,2450.0,,Moosapet,Hyderabad,1.0,4106.0,Under Construction,New,No,Unknown,4.0,2173.39,,,,,No Deposit,Unfurnished,,,,,
Apartment,3,1430.0,Rsr The Garden View Apartments,Kollur,Hyderabad,0.47,3286.0,Under Construction,New,No,Unknown,2.0,1268.55,,,,,No Deposit,Semi-Furnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,1471.0,Cybercity Westbrook,Kokapet,Hyderabad,1.1,7499.0,Under Construction,New,Yes,Unknown,3.0,1304.92,7.0,,,,No Deposit,Unfurnished,,,Freehold,"Car Parking, Cafeteria, Shopping Mall, Intercom, Maintenance Staff, Jogging Track, Indoor Games, 24 X 7 Security, Swimming Pool, Gymnasium, Childrens play area",
Apartment,2,1308.0,,Narsingi,Hyderabad,0.92,6999.0,Under Construction,New,No,Unknown,2.0,1160.32,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,1550.0,,As Rao Nagar,Hyderabad,0.9,5806.0,Ready to move,New,No,Moderately New Property,3.0,1375.0,,,,,No Deposit,Unfurnished,West,,,Lift(s),
Apartment,3,1302.0,,Janachaitanya Colony,Hyderabad,0.6,4608.0,Under Construction,New,Yes,Unknown,2.0,1155.0,1.0,800000.0,2.0,,No Deposit,Unfurnished,West,"Road View, Corner, Garden View",Freehold,"ATM, Lift(s), Hospital, School, Maintenance Staff, 24 X 7 Security, Car Parking, Vaastu Compliant, Childrens play area, Full Power Backup",
Apartment,2,1150.0,Ranjay Lake Royale,Chandanagar,Hyderabad,0.63,5478.0,Ready to move,New,No,Unknown,2.0,1020.16,,,,,No Deposit,Unfurnished,East,,,,
Apartment,2,1200.0,,Chandanagar,Hyderabad,0.39,3250.0,Under Construction,New,Yes,Unknown,2.0,1064.52,2.0,500000.0,1.0,pooja room,No Deposit,Semi-Furnished,North,Road View,Freehold,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)","Sofa, Wardrobe"
Villa,5,3053.0,,Patancheru,Hyderabad,1.6,5240.0,Under Construction,New,No,Unknown,5.0,2708.31,,,,,No Deposit,Semi-Furnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Independent House,4,2500.0,,Beeramguda,Hyderabad,1.32,5280.0,Ready to move,New,Yes,New Property,5.0,2217.74,,50000.0,1.0,pooja room,No Deposit,Unfurnished,West,,Freehold,,
Independent Floor,2,1000.0,,Karmanghat,Hyderabad,0.55,5500.0,Ready to move,Resale,Yes,Moderately New Property,2.0,887.1,2.0,500000.0,1.0,pooja room,No Deposit,Unfurnished,West,Road View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,1605.0,,Bowrampet,Hyderabad,0.77,4797.0,Ready to move,New,No,Unknown,2.0,1423.79,,,,,No Deposit,Semi-Furnished,,,,,
Apartment,2,1310.0,Omsree Prithvi,Alwal,Hyderabad,0.83,6300.0,Under Construction,New,No,Unknown,2.0,1162.1,,,,,No Deposit,Unfurnished,,,,"Gymnasium, Cafeteria, Swimming Pool, Intercom, Jogging Track, Indoor Games, Full Power Backup, 24 X 7 Security, Club House, Vaastu Compliant, Childrens play area",
Villa,3,1830.0,,Patancheru,Hyderabad,1.18,6448.0,Ready to move,New,No,Unknown,3.0,1623.39,,,,,No Deposit,Unfurnished,,,,,
Apartment,3,2000.0,Cybercity Rainbow Vistas Rock Garden,Hitech City,Hyderabad,1.65,8299.0,Ready to move,New,Yes,New Property,3.0,1774.19,15.0,,,,No Deposit,Unfurnished,,,Freehold,"Sports Facility, ATM, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Maintenance Staff, Childrens play area, Intercom, Club House, Swimming Pool, Multipurpose Room, Rain Water Harvesting, Cafeteria, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security",
Villa,4,4996.0,Vishal Sanjivini,Maheshwaram,Hyderabad,4.32,8655.0,Under Construction,New,Yes,Unknown,4.0,4431.94,,,,"servant room, pooja room",No Deposit,Unfurnished,,,Freehold,"Rain Water Harvesting, Jogging Track, Car Parking, Childrens play area, 24 X 7 Security, Landscaped Gardens",
Independent House,4,2400.0,,Alwal,Hyderabad,1.18,4916.0,Ready to move,New,No,Unknown,2.0,2129.03,,236000.0,,,No Deposit,Semi-Furnished,West,,Freehold,Car Parking,BED
Apartment,4,2937.0,Aurobindo Kohinoor Phase Iii,Izzathnagar,Hyderabad,4.4,15004.0,Under Construction,New,No,Unknown,,2605.4,,,,,No Deposit,Unfurnished,,,,"Jogging Track, Swimming Pool, Childrens play area",
Apartment,2,1130.0,Rayala Sai Empire 02,Suraram,Hyderabad,0.56,4999.0,Under Construction,New,No,Unknown,2.0,1002.42,,,,,No Deposit,Unfurnished,West,,,"Intercom, Car Parking, Childrens play area, Full Power Backup, Lift(s)",
Villa,5,8214.0,Vessella Meadows,Narsingi,Hyderabad,7.0,8522.0,Under Construction,New,Yes,Unknown,5.0,7286.61,,3000000.0,,,No Deposit,Semi-Furnished,East,"Corner, Garden View, Road View",Freehold,"Sports Facility, Shopping Mall, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Intercom, Childrens play area, Golf Course, Club House, Swimming Pool, Landscaped Gardens, Multipurpose Room, Rain Water Harvesting, Cafeteria, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security",
Villa,4,1998.0,,Srisailam Highway,Hyderabad,2.98,14914.0,Under Construction,New,Yes,Unknown,4.0,1772.42,,1000000.0,1.0,pooja room,No Deposit,Unfurnished,East,Garden View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,1985.0,Swaraj Homes Sde Sai Residency,Banjara Hills,Hyderabad,0.97,4862.0,Ready to move,Resale,Yes,Unknown,3.0,1760.89,11.0,89000.0,,"study room, servant room, pooja room",No Deposit,Unfurnished,,"Corner, Garden View, Pool View, Road View",Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,2,1200.0,,Gachibowli,Hyderabad,0.9,7500.0,Ready to move,Resale,Yes,Moderately New Property,2.0,1064.52,3.0,500000.0,1.0,pooja room,No Deposit,Unfurnished,East,Road View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,1531.0,Rsr The Garden View Apartments,Kollur,Hyderabad,0.64,4200.0,Under Construction,New,No,Unknown,2.0,1358.15,,,,,No Deposit,Unfurnished,East,,,"Sports Facility, Swimming Pool, Gymnasium, Club House, Childrens play area, Full Power Backup, Lift(s)",
Villa,5,4397.0,Cmg Halcyon Homes,Gachibowli,Hyderabad,2.98,6800.0,Under Construction,New,No,Unknown,,3900.56,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Lift(s), Rain Water Harvesting, Intercom, Indoor Games, Childrens play area, Full Power Backup, Gymnasium, 24 X 7 Security",
Villa,4,4120.0,Hallmark Floresta,Patighanpur,Hyderabad,4.49,10921.0,Ready to move,New,No,Unknown,2.0,3654.84,,,,,No Deposit,Unfurnished,,,,"Rain Water Harvesting, Indoor Games, Full Power Backup, Club House, 24 X 7 Security, Lift(s)",
Apartment,3,1254.0,Swaraj Homes Ganapathi Homes,Kothapet,Hyderabad,0.65,5183.0,Ready to move,Resale,No,Unknown,3.0,1112.42,,,,,No Deposit,Furnished,South,,,"Maintenance Staff, Car Parking, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,2,1177.0,Brigade Citadel,Moti Nagar,Hyderabad,1.15,9771.0,Under Construction,New,No,Unknown,1.0,1044.11,,,,,No Deposit,Unfurnished,,,,"ATM, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Intercom, Club House, Multipurpose Room, Rain Water Harvesting, Cafeteria, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool",
Villa,4,5000.0,,Lakdaram,Hyderabad,2.25,4500.0,Under Construction,New,No,Unknown,3.0,4435.48,,,,,No Deposit,Unfurnished,West,,,,
Apartment,3,2020.0,Vasavi Construction Vasavi Atlantis,Narsingi,Hyderabad,1.51,7500.0,Under Construction,New,No,Unknown,,1791.94,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Rain Water Harvesting, Intercom, Maintenance Staff, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House",
Independent House,2,999.0,,Alwal,Hyderabad,1.65,16516.0,Ready to move,Resale,No,Unknown,2.0,886.21,,,,,No Deposit,Unfurnished,,,,,
Independent House,2,1350.0,,Muthangi,Hyderabad,0.95,7037.0,Ready to move,New,Yes,New Property,3.0,1197.58,,50000.0,1.0,pooja room,No Deposit,Unfurnished,East,,Freehold,,
Apartment,3,1725.0,Beams 4 Blocks,Kompally,Hyderabad,1.03,6000.0,Ready to move,New,No,New Property,,1530.24,,,,,No Deposit,Unfurnished,,,,"Multipurpose Room, Rain Water Harvesting, Jogging Track, Indoor Games, Full Power Backup, Gymnasium, Childrens play area, Swimming Pool",
Villa,4,3800.0,Vasudeva Bloomfield Ecstasy,Gopanpally,Hyderabad,6.9,18157.0,Ready to move,Resale,No,Moderately New Property,5.0,3370.97,,,,,No Deposit,Semi-Furnished,West,,,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Multipurpose Room, Intercom, Sports Facility, 24 X 7 Security, Car Parking, Club House, Childrens play area",
Independent Floor,2,1000.0,,Tankbund Road,Hyderabad,0.7,7000.0,Ready to move,Resale,Yes,Old Property,2.0,887.1,1.0,800000.0,1.0,pooja room,No Deposit,Unfurnished,West,Road View,Freehold,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,2,1295.0,Srias Tiara,Bachupally,Hyderabad,0.74,5750.0,Under Construction,New,No,Unknown,,1148.79,,,,,No Deposit,Unfurnished,,,,"Multipurpose Room, Rain Water Harvesting, Jogging Track, Car Parking, Club House, Childrens play area, Gymnasium",
Apartment,2,1150.0,,Ameenpur,Hyderabad,0.55,4799.0,Under Construction,New,Yes,Unknown,2.0,1020.16,1.0,200000.0,2.0,pooja room,No Deposit,Unfurnished,West,Road View,Freehold,,
Villa,4,3704.0,Man Airport Residency,Tukkuguda,Hyderabad,4.07,11000.0,Under Construction,New,No,Unknown,,3285.81,,,,,No Deposit,Unfurnished,,,,,
